Model,Accuracy,Precision,Recall,F1-score,ROC-AUC,PR-AUC
Autoencoder (99th percentile threshold),0.7424585262911073,0.9805279301050284,0.4947358548080756,0.6576482506039117,0.9457862446681984,0.9495209387529204
