Model,Accuracy,Precision,Recall,F1-score,ROC-AUC,PR-AUC,Best Threshold Percentile,Threshold
XGBoost (best F1 threshold),0.9921449088457706,0.9900077043401116,0.9943255094144957,0.9921619092185306,0.9996341545998818,0.9995625998143399,,0.4
